date,day_of_week,season,temperature,rain,local_event,predicted_total_demand,dish1_sales_yesterday,dish2_sales_yesterday,dish3_sales_yesterday,dish1_probability,dish2_probability,dish3_probability
2041-08-07,Wednesday,Summer,18.6,0,0,103,22,39,103,0.357,0.225,0.417
2041-08-08,Thursday,Summer,26.3,0,0,111,18,38,94,0.394,0.22,0.386
2041-08-09,Friday,Summer,2.8,0,0,76,9,40,90,0.245,0.284,0.471
2041-08-10,Saturday,Summer,9.7,1,0,124,5,31,83,0.281,0.243,0.476
2041-08-11,Sunday,Summer,37.1,1,0,165,5,21,86,0.428,0.171,0.401
2041-08-12,Monday,Summer,15.2,0,0,83,7,17,92,0.339,0.194,0.467
2041-08-13,Tuesday,Summer,8.2,0,1,139,5,16,98,0.271,0.236,0.493
2041-08-14,Wednesday,Summer,23.1,1,0,75,5,19,101,0.349,0.175,0.475
2041-08-15,Thursday,Summer,-7.4,0,0,76,5,17,94,0.165,0.242,0.593
2041-08-16,Friday,Summer,28.3,0,1,141,5,13,95,0.388,0.194,0.417
2041-08-17,Saturday,Summer,7.8,0,0,140,5,16,92,0.288,0.206,0.506
2041-08-18,Sunday,Summer,11.9,1,0,115,9,10,91,0.321,0.169,0.51
2041-08-19,Monday,Summer,12.7,1,0,80,5,5,89,0.322,0.156,0.522
2041-08-20,Tuesday,Summer,18.1,1,0,105,5,5,91,0.351,0.148,0.501
2041-08-21,Wednesday,Summer,11.2,1,0,74,5,9,84,0.314,0.174,0.512
2041-08-22,Thursday,Summer,4.1,0,0,87,5,5,85,0.283,0.182,0.536
2041-08-23,Friday,Summer,25.7,0,0,110,7,7,81,0.425,0.155,0.421
2041-08-24,Saturday,Summer,6.4,0,0,138,9,11,78,0.315,0.2,0.485
2041-08-25,Sunday,Summer,18.1,1,0,118,5,9,83,0.356,0.165,0.479
2041-08-26,Monday,Summer,16.6,0,0,94,13,5,84,0.391,0.155,0.454
2041-08-27,Tuesday,Summer,11.6,0,1,124,14,12,84,0.34,0.22,0.44
2041-08-28,Wednesday,Summer,24.6,0,1,151,14,10,79,0.417,0.195,0.387
2041-08-29,Thursday,Summer,25.2,0,0,113,11,11,73,0.438,0.169,0.393
2041-08-30,Friday,Summer,19.5,0,1,122,17,12,65,0.417,0.217,0.366
2041-08-31,Saturday,Summer,6.1,0,0,116,18,9,73,0.354,0.189,0.458
2041-09-01,Sunday,Autumn,22.9,1,0,150,10,8,68,0.418,0.16,0.422
2041-09-02,Monday,Autumn,12.9,1,0,84,13,12,61,0.376,0.191,0.433
2041-09-03,Tuesday,Autumn,20.1,0,0,125,13,20,65,0.416,0.208,0.376
2041-09-04,Wednesday,Autumn,11.6,0,0,97,20,21,58,0.398,0.227,0.375
2041-09-05,Thursday,Autumn,6.5,0,0,77,11,18,54,0.348,0.245,0.408
2041-09-06,Friday,Autumn,21.6,0,0,105,19,27,57,0.44,0.226,0.334
2041-09-07,Saturday,Autumn,8.7,1,0,117,22,22,59,0.366,0.223,0.411
2041-09-08,Sunday,Autumn,12.3,0,0,144,14,16,66,0.38,0.209,0.411
2041-09-09,Monday,Autumn,22.1,0,0,114,15,19,53,0.453,0.209,0.338
2041-09-10,Tuesday,Autumn,-5.4,1,0,52,12,16,58,0.238,0.251,0.511
2041-09-11,Wednesday,Autumn,31.5,0,0,125,16,20,58,0.488,0.191,0.321
2041-09-12,Thursday,Autumn,36.8,1,0,122,23,16,56,0.512,0.163,0.325
2041-09-13,Friday,Autumn,5.7,0,0,88,31,16,62,0.397,0.209,0.394
2041-09-14,Saturday,Autumn,22.6,0,0,144,28,16,67,0.467,0.179,0.354
2041-09-15,Sunday,Autumn,14.2,1,0,120,34,15,60,0.436,0.181,0.383
2041-09-16,Monday,Autumn,7.4,0,1,114,29,13,62,0.387,0.235,0.378
2041-09-17,Tuesday,Autumn,5.4,0,0,68,25,15,63,0.377,0.212,0.411
2041-09-18,Wednesday,Autumn,5.9,0,0,89,22,5,65,0.384,0.178,0.438
2041-09-19,Thursday,Autumn,9.1,0,1,122,13,9,75,0.337,0.225,0.438
2041-09-20,Friday,Autumn,15.6,1,0,80,13,6,82,0.37,0.154,0.476
2041-09-21,Saturday,Autumn,22.4,0,1,203,11,7,85,0.395,0.189,0.416
2041-09-22,Sunday,Autumn,6.0,1,0,117,6,14,90,0.27,0.194,0.536
2041-09-23,Monday,Autumn,7.4,0,0,94,17,16,88,0.329,0.198,0.473
2041-09-24,Tuesday,Autumn,2.7,1,0,65,10,16,88,0.261,0.204,0.534
2041-09-25,Wednesday,Autumn,11.0,0,0,91,16,15,84,0.354,0.193,0.454
2041-09-26,Thursday,Autumn,16.5,1,0,73,7,14,80,0.35,0.182,0.467
2041-09-27,Friday,Autumn,4.9,0,0,83,5,12,80,0.286,0.209,0.505
2041-09-28,Saturday,Autumn,24.2,0,0,152,5,8,87,0.402,0.158,0.441
2041-09-29,Sunday,Autumn,35.7,1,0,177,5,11,85,0.437,0.147,0.416
2041-09-30,Monday,Autumn,14.1,0,1,147,5,16,82,0.326,0.237,0.437
2041-10-01,Tuesday,Autumn,-10.0,1,1,67,9,18,80,0.152,0.288,0.559
2041-10-02,Wednesday,Autumn,15.2,0,0,103,5,21,76,0.349,0.22,0.432
2041-10-03,Thursday,Autumn,20.5,1,1,106,5,18,67,0.363,0.232,0.405
2041-10-04,Friday,Autumn,16.3,1,1,126,5,7,70,0.35,0.207,0.443
2041-10-05,Saturday,Autumn,-5.2,0,0,104,8,6,63,0.242,0.226,0.532
2041-10-06,Sunday,Autumn,27.6,1,0,134,10,5,62,0.455,0.148,0.397
2041-10-07,Monday,Autumn,16.0,1,0,87,16,6,58,0.416,0.166,0.418
2041-10-08,Tuesday,Autumn,6.8,0,0,78,10,18,55,0.345,0.244,0.411
2041-10-09,Wednesday,Autumn,12.7,1,0,89,8,15,50,0.372,0.215,0.413
2041-10-10,Thursday,Autumn,16.4,1,0,72,5,12,49,0.392,0.201,0.407
2041-10-11,Friday,Autumn,22.6,0,0,102,5,5,50,0.46,0.174,0.366
2041-10-12,Saturday,Autumn,18.5,1,0,125,5,12,49,0.404,0.197,0.399
2041-10-13,Sunday,Autumn,10.4,0,0,132,5,18,55,0.353,0.241,0.406
2041-10-14,Monday,Autumn,13.5,0,0,99,5,20,62,0.359,0.233,0.408
2041-10-15,Tuesday,Autumn,17.0,1,0,94,13,26,63,0.376,0.224,0.4
2041-10-16,Wednesday,Autumn,32.6,1,0,107,12,22,59,0.46,0.19,0.35
2041-10-17,Thursday,Autumn,23.0,0,0,114,5,24,58,0.415,0.228,0.357
2041-10-18,Friday,Autumn,11.6,0,1,129,5,23,63,0.325,0.282,0.393
2041-10-19,Saturday,Autumn,1.1,0,0,111,8,13,75,0.274,0.222,0.504
2041-10-20,Sunday,Autumn,3.2,0,0,125,13,10,75,0.312,0.202,0.486
2041-10-21,Monday,Autumn,-3.4,0,0,62,12,5,73,0.266,0.201,0.534
2041-10-22,Tuesday,Autumn,-1.5,1,0,57,6,9,64,0.247,0.216,0.537
2041-10-23,Wednesday,Autumn,10.3,0,0,92,5,5,72,0.346,0.18,0.474
2041-10-24,Thursday,Autumn,18.6,0,1,135,8,7,77,0.378,0.204,0.418
2041-10-25,Friday,Autumn,11.2,0,0,77,8,6,76,0.354,0.176,0.47
2041-10-26,Saturday,Autumn,18.6,1,0,107,5,9,80,0.363,0.166,0.471
2041-10-27,Sunday,Autumn,16.5,1,0,154,8,6,77,0.368,0.159,0.473
2041-10-28,Monday,Autumn,20.2,0,1,133,19,5,84,0.408,0.181,0.411
2041-10-29,Tuesday,Autumn,23.8,0,0,134,17,5,86,0.435,0.142,0.423
2041-10-30,Wednesday,Autumn,25.5,0,1,161,24,6,83,0.444,0.174,0.383
2041-10-31,Thursday,Autumn,6.2,1,0,64,36,7,81,0.381,0.155,0.464
2041-11-01,Friday,Autumn,21.8,0,0,110,39,5,85,0.476,0.133,0.391
2041-11-02,Saturday,Autumn,5.5,1,1,143,33,8,92,0.34,0.189,0.472
2041-11-03,Sunday,Autumn,21.7,0,0,148,28,8,93,0.436,0.143,0.421
2041-11-04,Monday,Autumn,4.0,0,0,81,32,10,93,0.354,0.17,0.476
2041-11-05,Tuesday,Autumn,10.8,0,1,126,38,11,89,0.394,0.194,0.412
2041-11-06,Wednesday,Autumn,2.5,1,0,60,32,16,96,0.32,0.18,0.499
2041-11-07,Thursday,Autumn,9.3,0,0,99,32,8,93,0.386,0.156,0.458
2041-11-08,Friday,Autumn,51.9,0,0,158,38,10,85,0.566,0.119,0.314
2041-11-09,Saturday,Autumn,0.4,1,1,129,40,9,89,0.333,0.196,0.471
2041-11-10,Sunday,Autumn,18.4,0,0,154,37,15,87,0.44,0.164,0.396
2041-11-11,Monday,Autumn,-10.0,0,0,63,22,11,88,0.228,0.212,0.56
2041-11-12,Tuesday,Autumn,23.3,0,0,98,22,8,80,0.449,0.152,0.4
2041-11-13,Wednesday,Autumn,16.3,1,0,93,27,16,75,0.406,0.177,0.418
2041-11-14,Thursday,Autumn,34.2,1,0,113,31,19,68,0.495,0.163,0.343
2041-11-15,Friday,Autumn,20.4,0,0,114,32,33,61,0.449,0.229,0.322
2041-11-16,Saturday,Autumn,1.1,1,0,124,38,32,59,0.355,0.251,0.394
2041-11-17,Sunday,Autumn,18.2,0,0,144,44,28,59,0.476,0.211,0.313
2041-11-18,Monday,Autumn,27.6,0,1,143,43,23,65,0.491,0.21,0.299
2041-11-19,Tuesday,Autumn,19.6,0,0,105,45,34,65,0.466,0.219,0.316
2041-11-20,Wednesday,Autumn,7.2,0,0,89,44,32,63,0.414,0.239,0.347
2041-11-21,Thursday,Autumn,16.4,0,1,132,51,29,65,0.455,0.236,0.309
2041-11-22,Friday,Autumn,40.2,1,1,151,49,22,66,0.525,0.181,0.294
2041-11-23,Saturday,Autumn,11.2,0,1,167,41,23,63,0.422,0.241,0.337
2041-11-24,Sunday,Autumn,21.8,0,0,155,39,22,63,0.484,0.191,0.326
2041-11-25,Monday,Autumn,31.0,0,0,128,37,24,63,0.512,0.184,0.304
2041-11-26,Tuesday,Autumn,-6.1,0,0,72,51,18,57,0.391,0.224,0.385
2041-11-27,Wednesday,Autumn,16.5,0,0,113,49,13,62,0.499,0.167,0.334
2041-11-28,Thursday,Autumn,-3.7,0,0,80,57,10,64,0.424,0.181,0.394
2041-11-29,Friday,Autumn,23.2,1,1,125,59,7,67,0.507,0.16,0.334
2041-11-30,Saturday,Autumn,22.3,0,0,143,63,5,61,0.562,0.13,0.308
2041-12-01,Sunday,Winter,23.9,0,1,174,61,5,61,0.543,0.161,0.295
2041-12-02,Monday,Winter,8.9,0,0,99,56,5,59,0.501,0.15,0.349
2041-12-03,Tuesday,Winter,35.6,1,1,161,50,10,64,0.532,0.16,0.308
2041-12-04,Wednesday,Winter,18.3,1,1,101,53,15,61,0.475,0.192,0.333
2041-12-05,Thursday,Winter,9.2,0,1,119,50,17,64,0.441,0.22,0.339
2041-12-06,Friday,Winter,-8.8,0,0,56,51,18,65,0.362,0.222,0.416
2041-12-07,Saturday,Winter,24.2,0,0,173,55,23,63,0.521,0.179,0.3
2041-12-08,Sunday,Winter,26.0,0,1,182,58,12,54,0.545,0.182,0.273
2041-12-09,Monday,Winter,21.8,0,0,111,56,8,62,0.541,0.142,0.317
2041-12-10,Tuesday,Winter,4.0,0,1,117,54,9,63,0.44,0.205,0.356
2041-12-11,Wednesday,Winter,20.8,1,0,81,46,10,63,0.494,0.148,0.358
2041-12-12,Thursday,Winter,1.3,0,0,75,53,7,66,0.442,0.166,0.393
2041-12-13,Friday,Winter,27.7,0,1,158,55,5,54,0.558,0.164,0.278
2041-12-14,Saturday,Winter,10.7,0,0,126,55,11,55,0.503,0.169,0.328
2041-12-15,Sunday,Winter,14.6,1,1,139,59,7,58,0.489,0.175,0.337
2041-12-16,Monday,Winter,16.7,1,0,83,49,9,49,0.508,0.156,0.336
2041-12-17,Tuesday,Winter,-9.6,0,1,92,51,6,53,0.376,0.236,0.388
2041-12-18,Wednesday,Winter,-8.5,0,0,70,50,11,55,0.388,0.208,0.403
2041-12-19,Thursday,Winter,2.8,0,0,67,50,16,57,0.442,0.2,0.358
2041-12-20,Friday,Winter,12.2,1,0,74,58,15,55,0.488,0.17,0.342
2041-12-21,Saturday,Winter,17.7,0,0,134,53,12,53,0.529,0.165,0.306
2041-12-22,Sunday,Winter,29.1,1,0,150,49,15,46,0.549,0.159,0.292
2041-12-23,Monday,Winter,29.5,0,0,121,44,5,42,0.591,0.141,0.268
2041-12-24,Tuesday,Winter,5.5,1,0,85,50,5,37,0.49,0.166,0.344
2041-12-25,Wednesday,Winter,21.9,0,0,108,46,6,43,0.563,0.152,0.285
2041-12-26,Thursday,Winter,14.2,1,1,106,50,5,49,0.486,0.181,0.332
2041-12-27,Friday,Winter,24.6,0,0,119,55,7,43,0.586,0.146,0.268
2041-12-28,Saturday,Winter,19.9,0,0,138,50,5,40,0.571,0.15,0.279
2041-12-29,Sunday,Winter,13.3,0,0,140,50,5,33,0.56,0.164,0.276
2041-12-30,Monday,Winter,-1.1,0,0,82,48,9,31,0.479,0.209,0.312
2041-12-31,Tuesday,Winter,-3.0,1,0,56,48,14,27,0.44,0.224,0.336
2042-01-01,Wednesday,Winter,23.6,0,0,125,42,8,25,0.596,0.169,0.235
2042-01-02,Thursday,Winter,35.1,0,0,133,38,16,26,0.609,0.178,0.212
2042-01-03,Friday,Winter,11.2,1,1,94,41,11,25,0.485,0.23,0.285
2042-01-04,Saturday,Winter,1.7,0,0,121,39,11,26,0.476,0.226,0.298
2042-01-05,Sunday,Winter,0.9,0,1,138,37,9,31,0.433,0.261,0.307
2042-01-06,Monday,Winter,14.4,1,0,76,32,12,32,0.486,0.193,0.321
2042-01-07,Tuesday,Winter,5.4,1,0,64,35,10,37,0.44,0.197,0.363
2042-01-08,Wednesday,Winter,22.5,0,0,116,31,12,39,0.531,0.183,0.286
2042-01-09,Thursday,Winter,25.0,0,0,114,31,17,44,0.522,0.191,0.288
2042-01-10,Friday,Winter,10.1,0,0,95,34,25,41,0.45,0.243,0.307
2042-01-11,Saturday,Winter,2.5,1,0,99,32,26,40,0.381,0.256,0.363
2042-01-12,Sunday,Winter,10.9,0,0,163,30,18,43,0.453,0.222,0.325
2042-01-13,Monday,Winter,27.1,0,0,126,29,17,37,0.54,0.194,0.267
2042-01-14,Tuesday,Winter,18.9,0,0,124,27,18,30,0.512,0.22,0.269
2042-01-15,Wednesday,Winter,-19.5,0,0,54,26,15,29,0.218,0.344,0.438
2042-01-16,Thursday,Winter,6.9,0,0,81,25,8,33,0.456,0.212,0.332
2042-01-17,Friday,Winter,22.8,0,0,119,12,9,38,0.496,0.191,0.313
2042-01-18,Saturday,Winter,18.8,0,0,158,11,5,41,0.474,0.183,0.343
2042-01-19,Sunday,Winter,24.9,1,0,119,5,5,46,0.457,0.165,0.378
2042-01-20,Monday,Winter,13.0,0,0,103,5,5,52,0.398,0.191,0.411
2042-01-21,Tuesday,Winter,28.3,0,0,128,5,5,52,0.486,0.163,0.351
2042-01-22,Wednesday,Winter,22.9,1,0,82,5,5,57,0.427,0.161,0.412
2042-01-23,Thursday,Winter,0.1,0,0,83,5,5,53,0.294,0.223,0.483
2042-01-24,Friday,Winter,10.0,0,0,99,5,5,53,0.375,0.197,0.428
2042-01-25,Saturday,Winter,8.1,0,0,126,5,5,52,0.363,0.203,0.435
2042-01-26,Sunday,Winter,22.6,0,0,152,5,6,52,0.454,0.176,0.369
2042-01-27,Monday,Winter,3.5,1,0,57,5,11,47,0.305,0.23,0.465
2042-01-28,Tuesday,Winter,13.5,0,0,106,15,6,44,0.446,0.191,0.363
2042-01-29,Wednesday,Winter,14.2,0,0,105,5,5,48,0.413,0.192,0.394
2042-01-30,Thursday,Winter,12.2,0,0,110,5,11,47,0.39,0.22,0.389
2042-01-31,Friday,Winter,13.3,0,0,93,5,6,49,0.404,0.197,0.399
2042-02-01,Saturday,Winter,30.1,0,0,165,5,14,45,0.491,0.194,0.315
2042-02-02,Sunday,Winter,19.6,1,0,123,5,10,49,0.414,0.188,0.397
2042-02-03,Monday,Winter,19.3,0,0,113,5,5,46,0.449,0.184,0.367
2042-02-04,Tuesday,Winter,6.9,0,0,98,5,5,48,0.361,0.21,0.43
2042-02-05,Wednesday,Winter,13.9,0,0,108,8,5,44,0.429,0.193,0.377
2042-02-06,Thursday,Winter,7.9,0,0,85,15,5,46,0.409,0.197,0.394
2042-02-07,Friday,Winter,16.6,0,1,125,12,5,49,0.426,0.221,0.354
2042-02-08,Saturday,Winter,16.9,0,0,148,13,5,53,0.445,0.175,0.38
2042-02-09,Sunday,Winter,16.6,0,0,144,5,8,55,0.41,0.192,0.398
2042-02-10,Monday,Winter,4.3,0,1,102,5,10,49,0.31,0.28,0.41
2042-02-11,Tuesday,Winter,14.5,1,0,63,5,12,47,0.383,0.207,0.41
2042-02-12,Wednesday,Winter,-3.4,0,0,69,12,10,41,0.306,0.26,0.434
2042-02-13,Thursday,Winter,6.0,1,0,71,25,5,41,0.415,0.184,0.4
2042-02-14,Friday,Winter,14.5,0,0,104,25,8,39,0.487,0.19,0.324
2042-02-15,Saturday,Winter,23.3,1,0,147,23,7,48,0.486,0.159,0.355
2042-02-16,Sunday,Winter,22.1,0,0,154,27,5,45,0.522,0.161,0.317
2042-02-17,Monday,Winter,5.3,0,0,98,26,5,36,0.449,0.2,0.351
2042-02-18,Tuesday,Winter,3.5,0,1,123,22,5,43,0.385,0.247,0.368
2042-02-19,Wednesday,Winter,28.6,0,0,126,22,5,41,0.548,0.157,0.295
2042-02-20,Thursday,Winter,5.5,1,0,63,24,8,41,0.404,0.197,0.399
2042-02-21,Friday,Winter,17.2,1,0,77,26,7,40,0.479,0.171,0.35
2042-02-22,Saturday,Winter,-4.7,1,0,94,42,5,33,0.417,0.196,0.387
2042-02-23,Sunday,Winter,18.9,1,1,162,39,5,25,0.527,0.199,0.274
2042-02-24,Monday,Winter,10.2,0,1,125,41,5,13,0.544,0.237,0.219
2042-02-25,Tuesday,Winter,16.7,0,0,89,40,5,18,0.589,0.177,0.234
2042-02-26,Wednesday,Winter,9.8,0,0,94,34,5,19,0.539,0.197,0.264
2042-02-27,Thursday,Winter,18.7,0,0,122,32,5,14,0.591,0.184,0.225
2042-02-28,Friday,Winter,17.9,0,1,124,38,5,7,0.587,0.228,0.185
2042-03-01,Saturday,Spring,6.8,0,0,139,36,5,9,0.556,0.212,0.233
2042-03-02,Sunday,Spring,33.8,0,0,159,29,13,6,0.643,0.192,0.165
2042-03-03,Monday,Spring,9.5,0,0,113,37,14,8,0.551,0.239,0.21
2042-03-04,Tuesday,Spring,31.2,0,0,131,41,11,5,0.662,0.181,0.158
2042-03-05,Wednesday,Spring,9.7,1,0,63,44,21,5,0.53,0.244,0.226
2042-03-06,Thursday,Spring,9.0,0,1,119,44,22,5,0.524,0.3,0.176
2042-03-07,Friday,Spring,11.8,1,0,61,49,15,12,0.549,0.207,0.244
2042-03-08,Saturday,Spring,6.2,0,0,129,50,21,5,0.556,0.258,0.186
2042-03-09,Sunday,Spring,9.4,1,0,101,54,21,5,0.552,0.232,0.216
2042-03-10,Monday,Spring,5.3,0,0,84,59,24,5,0.566,0.258,0.176
2042-03-11,Tuesday,Spring,1.0,0,0,93,48,22,9,0.512,0.275,0.213
2042-03-12,Wednesday,Spring,1.5,0,0,88,44,23,12,0.494,0.279,0.227
2042-03-13,Thursday,Spring,33.6,1,1,127,50,24,7,0.598,0.228,0.174
2042-03-14,Friday,Spring,48.5,1,0,121,56,22,9,0.668,0.167,0.164
2042-03-15,Saturday,Spring,13.0,1,1,144,52,15,5,0.55,0.245,0.206
2042-03-16,Sunday,Spring,24.6,0,0,153,59,14,8,0.654,0.184,0.162
2042-03-17,Monday,Spring,6.1,0,1,126,69,18,17,0.55,0.25,0.2
2042-03-18,Tuesday,Spring,11.4,0,1,117,63,18,12,0.57,0.249,0.181
2042-03-19,Wednesday,Spring,7.3,0,0,77,57,14,8,0.588,0.219,0.193
2042-03-20,Thursday,Spring,-5.1,0,0,60,54,14,9,0.514,0.256,0.23
2042-03-21,Friday,Spring,12.6,1,0,74,58,16,18,0.556,0.196,0.248
2042-03-22,Saturday,Spring,0.2,0,0,111,68,13,19,0.556,0.209,0.235
2042-03-23,Sunday,Spring,20.8,0,0,155,68,7,23,0.638,0.153,0.21
2042-03-24,Monday,Spring,15.3,0,0,90,72,10,27,0.611,0.164,0.225
2042-03-25,Tuesday,Spring,24.5,0,0,114,68,16,33,0.609,0.168,0.223
2042-03-26,Wednesday,Spring,7.2,0,1,109,57,13,35,0.503,0.23,0.267
2042-03-27,Thursday,Spring,21.8,0,0,85,71,14,36,0.603,0.163,0.234
2042-03-28,Friday,Spring,17.4,0,0,100,69,13,43,0.574,0.163,0.263
2042-03-29,Saturday,Spring,25.9,0,0,180,69,20,41,0.592,0.172,0.236
2042-03-30,Sunday,Spring,7.3,0,0,139,71,10,38,0.557,0.17,0.273
2042-03-31,Monday,Spring,17.9,0,0,107,69,9,37,0.596,0.154,0.25
2042-04-01,Tuesday,Spring,0.4,0,0,74,68,15,34,0.519,0.203,0.278
2042-04-02,Wednesday,Spring,24.2,0,0,128,71,15,32,0.616,0.164,0.219
2042-04-03,Thursday,Spring,30.9,0,0,120,81,18,31,0.644,0.159,0.197
2042-04-04,Friday,Spring,19.6,1,0,83,84,20,30,0.594,0.17,0.236
2042-04-05,Saturday,Spring,16.0,1,0,128,79,18,14,0.61,0.182,0.209
2042-04-06,Sunday,Spring,9.9,0,0,139,75,21,15,0.6,0.211,0.189
2042-04-07,Monday,Spring,12.5,1,0,77,73,23,19,0.568,0.202,0.23
2042-04-08,Tuesday,Spring,0.5,0,0,73,73,21,17,0.554,0.231,0.215
2042-04-09,Wednesday,Spring,8.8,0,0,116,68,25,27,0.549,0.222,0.229
2042-04-10,Thursday,Spring,6.7,1,0,67,61,22,28,0.506,0.214,0.28
2042-04-11,Friday,Spring,6.9,1,0,67,59,25,23,0.506,0.228,0.266
2042-04-12,Saturday,Spring,15.8,1,1,142,48,29,26,0.487,0.261,0.251
2042-04-13,Sunday,Spring,23.4,0,0,145,52,38,23,0.556,0.247,0.197
2042-04-14,Monday,Spring,-0.6,1,1,89,61,45,21,0.425,0.33,0.245
2042-04-15,Tuesday,Spring,34.1,1,1,122,55,40,24,0.55,0.247,0.202
2042-04-16,Wednesday,Spring,1.7,1,0,69,49,41,22,0.43,0.299,0.271
2042-04-17,Thursday,Spring,6.6,0,0,90,50,45,24,0.468,0.306,0.227
2042-04-18,Friday,Spring,25.2,0,0,123,54,54,14,0.553,0.287,0.16
2042-04-19,Saturday,Spring,15.7,0,1,173,55,53,14,0.501,0.334,0.165
2042-04-20,Sunday,Spring,15.7,0,0,145,44,54,11,0.503,0.327,0.171
2042-04-21,Monday,Spring,27.9,0,1,139,47,66,5,0.525,0.349,0.126
2042-04-22,Tuesday,Spring,2.2,1,0,68,48,57,5,0.432,0.362,0.206
2042-04-23,Wednesday,Spring,7.9,0,1,106,52,59,11,0.457,0.378,0.166
2042-04-24,Thursday,Spring,30.3,0,0,126,55,50,20,0.568,0.262,0.17
2042-04-25,Friday,Spring,-3.9,1,0,71,47,59,23,0.364,0.364,0.272
2042-04-26,Saturday,Spring,21.6,1,0,128,48,67,25,0.472,0.309,0.219
2042-04-27,Sunday,Spring,14.7,0,0,151,52,67,21,0.477,0.337,0.186
2042-04-28,Monday,Spring,-0.2,0,1,120,46,77,28,0.352,0.428,0.219
2042-04-29,Tuesday,Spring,14.0,0,0,98,45,73,36,0.428,0.344,0.227
2042-04-30,Wednesday,Spring,37.1,1,1,158,49,78,42,0.476,0.306,0.219
2042-05-01,Thursday,Spring,6.3,0,0,91,55,87,46,0.386,0.368,0.245
2042-05-02,Friday,Spring,5.0,0,0,91,48,85,48,0.365,0.375,0.26
2042-05-03,Saturday,Spring,34.6,0,0,186,49,89,48,0.476,0.313,0.211
2042-05-04,Sunday,Spring,19.0,1,0,130,41,90,38,0.402,0.355,0.242
2042-05-05,Monday,Spring,13.2,0,1,149,32,92,33,0.361,0.428,0.211
2042-05-06,Tuesday,Spring,39.0,1,1,156,29,94,30,0.445,0.358,0.197
2042-05-07,Wednesday,Spring,10.5,0,1,125,31,99,25,0.347,0.462,0.192
2042-05-08,Thursday,Spring,16.3,0,0,95,28,102,22,0.381,0.436,0.183
2042-05-09,Friday,Spring,16.4,0,0,109,31,104,20,0.389,0.437,0.175
2042-05-10,Saturday,Spring,5.3,1,0,118,37,98,23,0.339,0.432,0.229
2042-05-11,Sunday,Spring,8.3,0,0,127,26,98,23,0.339,0.459,0.202
2042-05-12,Monday,Spring,8.1,0,0,83,19,105,17,0.317,0.496,0.186
2042-05-13,Tuesday,Spring,27.5,0,0,135,17,110,18,0.402,0.437,0.161
2042-05-14,Wednesday,Spring,9.1,0,0,104,15,107,18,0.308,0.502,0.19
2042-05-15,Thursday,Spring,0.7,0,1,106,13,107,14,0.242,0.573,0.185
2042-05-16,Friday,Spring,3.0,1,0,85,17,103,6,0.281,0.517,0.201
2042-05-17,Saturday,Spring,27.9,1,0,124,31,108,5,0.436,0.412,0.152
2042-05-18,Sunday,Spring,6.9,1,0,107,26,111,5,0.324,0.497,0.179
2042-05-19,Monday,Spring,14.2,1,0,68,31,113,6,0.37,0.462,0.168
2042-05-20,Tuesday,Spring,22.3,0,1,154,31,120,5,0.399,0.483,0.118
2042-05-21,Wednesday,Spring,18.3,0,0,109,31,116,8,0.397,0.468,0.135
2042-05-22,Thursday,Spring,8.1,1,0,68,26,122,14,0.31,0.496,0.195
2042-05-23,Friday,Spring,17.0,1,0,88,17,127,7,0.334,0.498,0.168
2042-05-24,Saturday,Spring,14.9,1,0,132,14,126,5,0.319,0.513,0.168
2042-05-25,Sunday,Spring,20.2,0,0,161,12,130,10,0.343,0.514,0.142
2042-05-26,Monday,Spring,16.0,0,0,104,11,129,13,0.318,0.526,0.156
2042-05-27,Tuesday,Spring,24.0,0,0,106,5,129,11,0.345,0.51,0.145
2042-05-28,Wednesday,Spring,43.6,0,0,138,6,123,12,0.436,0.433,0.131
2042-05-29,Thursday,Spring,7.1,0,0,100,7,132,5,0.26,0.595,0.145
2042-05-30,Friday,Spring,20.9,0,0,118,18,141,11,0.348,0.515,0.137
2042-05-31,Saturday,Spring,16.3,0,0,134,15,145,5,0.321,0.553,0.125
2042-06-01,Sunday,Summer,32.2,0,0,178,5,142,5,0.375,0.508,0.117
2042-06-02,Monday,Summer,9.3,1,0,82,5,150,5,0.242,0.59,0.168
2042-06-03,Tuesday,Summer,10.0,1,0,71,7,164,5,0.241,0.6,0.159
2042-06-04,Wednesday,Summer,12.1,0,0,91,5,173,5,0.249,0.628,0.123
2042-06-05,Thursday,Summer,16.1,0,0,114,9,159,6,0.291,0.583,0.126
2042-06-06,Friday,Summer,19.7,1,1,126,8,157,10,0.285,0.557,0.158
2042-06-07,Saturday,Summer,17.8,0,0,127,5,155,10,0.29,0.572,0.138
2042-06-08,Sunday,Summer,39.3,0,0,190,9,153,9,0.396,0.488,0.116
2042-06-09,Monday,Summer,18.3,0,1,126,8,152,5,0.296,0.584,0.12
2042-06-10,Tuesday,Summer,21.9,0,1,142,11,156,5,0.317,0.569,0.114
2042-06-11,Wednesday,Summer,17.2,0,0,115,8,162,5,0.293,0.586,0.121
2042-06-12,Thursday,Summer,19.3,0,0,122,6,156,11,0.298,0.564,0.138
2042-06-13,Friday,Summer,11.0,1,0,61,5,159,20,0.234,0.568,0.198
2042-06-14,Saturday,Summer,14.9,1,0,118,5,166,22,0.248,0.558,0.193
2042-06-15,Sunday,Summer,20.5,0,0,142,10,164,17,0.301,0.552,0.146
